ticket_id,subject,body,customer_id,customer_tier,previous_ticket_count,product,source_channel,created_at,department,intent,urgency,refund,churn,escalation
BAL-R031,Enterprise pricing,Could you send pricing for an enterprise plan with 200 agents?,CUS-0042,Standard,1,LayaDesk,Web,2026-09-22T20:47:00+00:00,Sales,Sales Inquiry,Medium,False,False,False
BAL-A038,Annual billing question,Can you explain when the annual renewal will be billed and what the invoice includes?,CUS-B038,Standard,2,LayaDesk,Email,2026-09-24T04:34:00+00:00,Billing,Payment Problem,Medium,False,False,False
BAL-R052,Invoice amount mismatch,The invoice total doesn't match what we agreed on. Can you break down each line item?,CUS-0091,Standard,5,LayaDesk,Web,2026-09-22T13:51:00+00:00,Billing,Payment Problem,Medium,False,False,False
BAL-R006,Charged after cancellation,The account was cancelled last week but I was charged again. Refund this payment.,CUS-0020,Pro,0,LayaDesk,Email,2026-09-23T08:42:00+00:00,Billing,Refund Request,High,True,True,True
BAL-R004,Refund for accidental upgrade,I upgraded by mistake today. Please refund the upgrade payment.,CUS-0069,Standard,4,LayaDesk,Web,2026-09-23T09:08:00+00:00,Billing,Refund Request,Medium,True,False,False
BAL-R036,Contract deadline,We need a signed quote by Friday or procurement cannot approve this quarter.,CUS-0044,Pro,0,LayaDesk,Email,2026-09-22T19:42:00+00:00,Sales,Sales Inquiry,High,False,False,False
BAL-A046,Annual billing question,Can you explain when the annual renewal will be charged and what the renewal includes?,CUS-B046,Standard,1,LayaDesk,Chat,2026-09-24T03:38:00+00:00,Billing,Payment Problem,Medium,False,False,False
BAL-R003,Payment failed at checkout,My company card keeps being declined although the bank says it is active.,CUS-0052,Pro,3,LayaDesk,Email,2026-09-23T09:21:00+00:00,Billing,Payment Problem,High,False,False,False
BAL-R071,How to update profile photo,How do I update my profile picture from account settings?,CUS-0110,Pro,5,LayaDesk,Email,2026-09-22T11:00:00+00:00,Account Support,Account Change,Low,False,False,False
BAL-A036,Annual billing question,Can you explain when the annual renewal will be billed and which workspace it covers?,CUS-B036,Standard,0,LayaDesk,Web,2026-09-24T04:48:00+00:00,Billing,Payment Problem,Medium,False,False,False
BAL-R083,Discount for 100+ seats,Do you have a volume discount for teams over 100 seats?,CUS-0122,Enterprise,5,LayaDesk,Web,2026-09-22T09:12:00+00:00,Sales,Sales Inquiry,Low,False,False,False
BAL-R037,Compare plans,What is included in Pro versus Enterprise?,CUS-0061,Standard,1,LayaDesk,Web,2026-09-22T19:29:00+00:00,Sales,Sales Inquiry,Low,False,False,False
BAL-R016,Integration timeout,The Salesforce integration times out on every sync job.,CUS-0028,Standard,2,LayaDesk,Chat,2026-09-23T04:22:00+00:00,Technical Support,Bug Report,High,False,False,False
BAL-R060,API outage in production,"Our production API has been unreachable for the last 45 minutes, blocking customer checkout.",CUS-0099,Pro,4,LayaDesk,Chat,2026-09-22T12:39:00+00:00,Technical Support,Bug Report,Critical,False,False,True
BAL-R082,Need one more week of trial,Could you extend our trial by a week while we finish testing?,CUS-0121,Pro,0,LayaDesk,Web,2026-09-22T09:21:00+00:00,Sales,Sales Inquiry,Medium,False,False,False
BAL-R051,Charged twice for March,We were billed twice for the March invoice. Please refund the extra charge.,CUS-0090,Standard,5,LayaDesk,Chat,2026-09-22T14:00:00+00:00,Billing,Refund Request,High,True,False,False
BAL-R040,Purchase order process,Can our company buy through a purchase order instead of a card?,CUS-0029,Standard,4,LayaDesk,Web,2026-09-22T18:50:00+00:00,Sales,Sales Inquiry,Low,False,False,False
BAL-R013,Webhook delivery failures,Our order webhooks are returning 500 errors since this morning.,CUS-0060,Standard,5,LayaDesk,Chat,2026-09-23T05:01:00+00:00,Technical Support,Bug Report,High,False,False,False
BAL-R044,Suggest saved views,Could you add shared saved views for teams in a future release?,CUS-0018,Pro,0,LayaDesk,Email,2026-09-22T15:48:00+00:00,General Support,Feature Request,Low,False,False,False
BAL-R019,Checkout outage,Checkout is failing for all of our customers in production right now.,CUS-0079,Standard,5,LayaDesk,Chat,2026-09-23T03:43:00+00:00,Technical Support,Bug Report,Critical,False,False,True
BAL-R029,Delete old workspace,How do I close an unused workspace after exporting the data?,CUS-0004,Standard,1,LayaDesk,Web,2026-09-22T23:23:00+00:00,Account Support,Account Change,Low,False,False,False
BAL-R022,Change profile picture,How can I change my profile picture in account settings?,CUS-0051,Pro,0,LayaDesk,Email,2026-09-23T00:54:00+00:00,Account Support,Account Change,Low,False,False,False
BAL-R007,Need receipt,Please send the receipt for our July payment to our finance team.,CUS-0054,Enterprise,2,LayaDesk,Chat,2026-09-23T08:16:00+00:00,Billing,Payment Problem,Low,False,False,False
BAL-R018,Email notifications delayed,Ticket notification emails are arriving several hours late.,CUS-0062,Standard,4,LayaDesk,Web,2026-09-23T03:56:00+00:00,Technical Support,Bug Report,Medium,False,False,False
BAL-R056,Charged post-cancellation,We cancelled last week but were billed again. Please refund this charge.,CUS-0095,Pro,3,LayaDesk,Chat,2026-09-22T13:15:00+00:00,Billing,Refund Request,High,True,True,True
BAL-R048,Feature request: custom fields,We need custom fields on ticket forms for internal reporting.,CUS-0003,Enterprise,4,LayaDesk,Web,2026-09-22T14:56:00+00:00,General Support,Feature Request,Low,False,False,False
BAL-R085,Need signed quote by Friday,Procurement needs a signed quote by Friday or the deal slips to next quarter.,CUS-0124,Pro,1,LayaDesk,Chat,2026-09-22T08:54:00+00:00,Sales,Sales Inquiry,High,False,False,False
BAL-R059,Recurring billing problem,This is the third billing error this month. Please fix it or we will cancel.,CUS-0098,Standard,0,LayaDesk,Email,2026-09-22T12:48:00+00:00,Billing,Payment Problem,High,False,True,True
BAL-R045,Help center link,Please point me to the help center article about ticket tags.,CUS-0035,Standard,1,LayaDesk,Web,2026-09-22T15:35:00+00:00,General Support,Product Question,Low,False,False,False
BAL-R027,Authenticator lost,I replaced my phone and cannot use my old two-factor authentication codes.,CUS-0053,Standard,5,LayaDesk,Chat,2026-09-22T23:49:00+00:00,Account Support,Login Problem,High,False,False,False
BAL-A045,Annual billing question,Can you explain when the annual renewal will be charged and what our payment covers?,CUS-B045,Standard,0,LayaDesk,Web,2026-09-24T03:45:00+00:00,Billing,Payment Problem,Medium,False,False,False
BAL-R062,Webhooks returning errors,Order webhooks have been returning 500 errors since this morning.,CUS-0101,Standard,0,LayaDesk,Chat,2026-09-22T12:21:00+00:00,Technical Support,Bug Report,High,False,False,False
BAL-R081,Request a live demo,Our ops team would like to schedule a live product demo next week.,CUS-0120,Standard,5,LayaDesk,Chat,2026-09-22T09:30:00+00:00,Sales,Sales Inquiry,Low,False,False,False
BAL-R014,Mobile app crashes,The Android app crashes when I open the reports tab.,CUS-0077,Enterprise,0,LayaDesk,Email,2026-09-23T04:48:00+00:00,Technical Support,Bug Report,Medium,False,False,False
BAL-R066,Today's tickets missing from search,Tickets created today don't show up in search even though they're in the queue.,CUS-0105,Pro,2,LayaDesk,Chat,2026-09-22T11:45:00+00:00,Technical Support,Bug Report,Medium,False,False,False
BAL-R015,Export stuck,CSV exports have been stuck at 0% for the last hour.,CUS-0011,Standard,1,LayaDesk,Web,2026-09-23T04:35:00+00:00,Technical Support,Bug Report,Medium,False,False,False
BAL-R017,Search results missing,Search does not show tickets created today even though they appear in the queue.,CUS-0045,Pro,3,LayaDesk,Email,2026-09-23T04:09:00+00:00,Technical Support,Bug Report,Medium,False,False,False
BAL-R002,Invoice total looks wrong,Our invoice is higher than the agreed amount. Can you explain each line item?,CUS-0035,Standard,2,LayaDesk,Chat,2026-09-23T09:34:00+00:00,Billing,Payment Problem,Medium,False,False,False
BAL-R067,Delayed ticket emails,Notification emails for new tickets are arriving hours late.,CUS-0106,Standard,4,LayaDesk,Chat,2026-09-22T11:36:00+00:00,Technical Support,Bug Report,Medium,False,False,False
BAL-A011,Annual billing question,"What date will the annual renewal be billed, and what does the charge cover?",CUS-B011,Standard,2,LayaDesk,Email,2026-09-24T07:43:00+00:00,Billing,Payment Problem,Medium,False,False,False
BAL-R070,Password reset link expires instantly,Every password reset link I request says expired right away.,CUS-0109,Standard,4,LayaDesk,Chat,2026-09-22T11:09:00+00:00,Account Support,Login Problem,High,False,False,False
BAL-R063,App crash on reports tab,The Android app crashes whenever I open the reports tab.,CUS-0102,Enterprise,5,LayaDesk,Email,2026-09-22T12:12:00+00:00,Technical Support,Bug Report,Medium,False,False,False
BAL-R073,Update workspace company name,Please update the company name shown on our workspace profile.,CUS-0112,Standard,1,LayaDesk,Web,2026-09-22T10:42:00+00:00,Account Support,Account Change,Low,False,False,False
BAL-A015,Annual billing question,Can you explain when the annual renewal will be billed and what it covers for our account?,CUS-B015,Standard,0,LayaDesk,Web,2026-09-24T07:15:00+00:00,Billing,Payment Problem,Medium,False,False,False
BAL-R021,Reset password link expired,Every password reset link says expired immediately after I request it.,CUS-0034,Standard,5,LayaDesk,Chat,2026-09-23T01:07:00+00:00,Account Support,Login Problem,High,False,False,False
BAL-R076,Lost 2FA after phone change,I got a new phone and no longer have access to my old 2FA codes.,CUS-0115,Standard,5,LayaDesk,Web,2026-09-22T10:15:00+00:00,Account Support,Login Problem,High,False,False,False
BAL-A012,Annual billing question,Could you tell me when the annual renewal will be billed and what it includes?,CUS-B012,Standard,0,LayaDesk,Web,2026-09-24T07:36:00+00:00,Billing,Payment Problem,Medium,False,False,False
BAL-R032,Book a product demo,Our operations team would like a live product demo next week.,CUS-0059,Standard,2,LayaDesk,Chat,2026-09-22T20:34:00+00:00,Sales,Sales Inquiry,Low,False,False,False
BAL-A020,Annual renewal billing,Can you explain when the annual subscription renewal will be billed and what it covers?,CUS-B020,Standard,2,LayaDesk,Email,2026-09-24T06:40:00+00:00,Billing,Payment Problem,Medium,False,False,False
BAL-R024,Update company name,Please help change the company name shown on our workspace profile.,CUS-0002,Standard,2,LayaDesk,Chat,2026-09-23T00:28:00+00:00,Account Support,Account Change,Low,False,False,False
BAL-R075,End of term cancellation,Please cancel our subscription effective at the end of the current term.,CUS-0114,Standard,0,LayaDesk,Chat,2026-09-22T10:24:00+00:00,Account Support,Cancellation,Medium,False,True,False
BAL-R020,Report chart error,The weekly report chart shows an error when filtering by team.,CUS-0013,Pro,0,LayaDesk,Email,2026-09-23T03:30:00+00:00,Technical Support,Bug Report,Low,False,False,False
BAL-R050,How routing works,Can you explain how an incoming ticket reaches the right queue?,CUS-0037,Pro,0,LayaDesk,Email,2026-09-22T14:30:00+00:00,General Support,Product Question,Low,False,False,False
BAL-R047,Feedback on navigation,The new navigation feels confusing. I would like to share feedback with the product team.,CUS-0069,Pro,3,LayaDesk,Email,2026-09-22T15:09:00+00:00,General Support,Other,Low,False,False,False
BAL-R039,Annual contract quote,Please provide a formal annual quote for 50 users and SSO.,CUS-0012,Pro,3,LayaDesk,Email,2026-09-22T19:03:00+00:00,Sales,Sales Inquiry,Medium,False,False,False
BAL-R065,Salesforce sync timing out,Every Salesforce sync job now times out without completing.,CUS-0104,Standard,0,LayaDesk,Chat,2026-09-22T11:54:00+00:00,Technical Support,Bug Report,High,False,False,False
BAL-R010,Billing issue again,This is the third billing issue this month. Fix it or we're cancelling our plan.,CUS-0022,Standard,5,LayaDesk,Chat,2026-09-23T07:37:00+00:00,Billing,Payment Problem,High,False,True,True
BAL-R042,Feature suggestion: dark mode,It would be great to have a dark theme for the dashboard.,CUS-0067,Standard,4,LayaDesk,Web,2026-09-22T16:14:00+00:00,General Support,Feature Request,Low,False,False,False
BAL-R055,Missing tax ID on invoice,Please add our company tax ID to the most recent invoice and resend it.,CUS-0094,Standard,3,LayaDesk,Email,2026-09-22T13:24:00+00:00,Billing,Payment Problem,Low,False,False,False
BAL-R049,Status page location,Where do you publish incident updates and service status?,CUS-0020,Standard,5,LayaDesk,Chat,2026-09-22T14:43:00+00:00,General Support,Product Question,Low,False,False,False
BAL-R068,Checkout completely down,Checkout is failing for every customer in production right now.,CUS-0107,Standard,2,LayaDesk,Email,2026-09-22T11:27:00+00:00,Technical Support,Bug Report,Critical,False,False,True
BAL-R046,Training resources,Do you have training videos for new support agents?,CUS-0052,Standard,2,LayaDesk,Chat,2026-09-22T15:22:00+00:00,General Support,Product Question,Low,False,False,False
BAL-R005,Tax ID missing,Could you add our tax ID to the latest invoice and send an updated copy?,CUS-0003,Standard,5,LayaDesk,Chat,2026-09-23T08:55:00+00:00,Billing,Payment Problem,Low,False,False,False
BAL-A047,Annual billing question,Can you explain when the annual renewal will be charged and which workspace it covers?,CUS-B047,Standard,2,LayaDesk,Email,2026-09-24T03:31:00+00:00,Billing,Payment Problem,Medium,False,False,False
BAL-R041,Getting started guide,Where can I find a beginner guide for setting up my first support queue?,CUS-0050,Pro,3,LayaDesk,Email,2026-09-22T16:27:00+00:00,General Support,Product Question,Low,False,False,False
BAL-R061,Blank dashboard on login,After logging in on Chrome the dashboard stays blank. It reproduces every time.,CUS-0100,Standard,4,LayaDesk,Chat,2026-09-22T12:30:00+00:00,Technical Support,Bug Report,High,False,False,False
BAL-A042,Annual billing question,Can you explain when the annual renewal will be charged and what is included?,CUS-B042,Standard,0,LayaDesk,Web,2026-09-24T04:06:00+00:00,Billing,Payment Problem,Medium,False,False,False
BAL-R030,Change contact email,Please update the contact email for our account from the old address.,CUS-0021,Standard,2,LayaDesk,Chat,2026-09-22T23:10:00+00:00,Account Support,Account Change,Low,False,False,False
BAL-A040,Annual billing question,Can you explain when the annual renewal will be charged and which seats it covers?,CUS-B040,Standard,1,LayaDesk,Chat,2026-09-24T04:20:00+00:00,Billing,Payment Problem,Medium,False,False,False
BAL-R034,Volume discount,Do you offer a discount for more than 100 seats?,CUS-0010,Enterprise,4,LayaDesk,Web,2026-09-22T20:08:00+00:00,Sales,Sales Inquiry,Low,False,False,False
BAL-R084,Procurement needs security docs,Procurement requires your security questionnaire and compliance documentation before we can buy.,CUS-0123,Standard,0,LayaDesk,Chat,2026-09-22T09:03:00+00:00,Sales,Sales Inquiry,Medium,False,False,False
BAL-R025,Remove former employee,A former employee still has access. Please help revoke their account today.,CUS-0019,Pro,3,LayaDesk,Email,2026-09-23T00:15:00+00:00,Account Support,Account Change,High,False,False,True
BAL-A039,Annual billing question,Can you explain when the annual renewal will be charged and which services it covers?,CUS-B039,Standard,0,LayaDesk,Web,2026-09-24T04:27:00+00:00,Billing,Payment Problem,Medium,False,False,False
BAL-R028,Transfer ownership,The current workspace owner left. We need to transfer ownership to a new admin.,CUS-0070,Enterprise,0,LayaDesk,Email,2026-09-22T23:36:00+00:00,Account Support,Account Change,Medium,False,False,False
BAL-R058,Declined charge still posted,A transaction that failed still shows as posted on my statement. Please refund it.,CUS-0097,Standard,0,LayaDesk,Web,2026-09-22T12:57:00+00:00,Billing,Refund Request,High,True,False,False
BAL-R080,Pricing for 200 agents,Could you send enterprise pricing for a 200-agent team?,CUS-0119,Standard,5,LayaDesk,Email,2026-09-22T09:39:00+00:00,Sales,Sales Inquiry,Medium,False,False,False
BAL-A050,Annual billing question,Can you explain when the annual renewal will be invoiced and what it covers?,CUS-B050,Standard,2,LayaDesk,Email,2026-09-24T03:10:00+00:00,Billing,Payment Problem,Medium,False,False,False
BAL-R043,Keyboard shortcuts,Is there a list of keyboard shortcuts for ticket navigation?,CUS-0001,Standard,5,LayaDesk,Chat,2026-09-22T16:01:00+00:00,General Support,Product Question,Low,False,False,False
BAL-R078,Close unused workspace,"How do I close a workspace we no longer use, after exporting its data?",CUS-0117,Standard,3,LayaDesk,Web,2026-09-22T09:57:00+00:00,Account Support,Account Change,Low,False,False,False
BAL-R009,Refund declined transaction,A failed transaction still appears as posted on my statement. Please refund it.,CUS-0005,Standard,4,LayaDesk,Web,2026-09-23T07:50:00+00:00,Billing,Refund Request,High,True,False,False
BAL-R069,Chart error on weekly report,Filtering the weekly report chart by team throws an error.,CUS-0108,Pro,3,LayaDesk,Chat,2026-09-22T11:18:00+00:00,Technical Support,Bug Report,Low,False,False,False
BAL-R053,Card declined repeatedly,Our corporate card is being declined at checkout even though the bank confirms it's active.,CUS-0092,Pro,3,LayaDesk,Email,2026-09-22T13:42:00+00:00,Billing,Payment Problem,High,False,False,False
BAL-R011,Production API down,Our production API has been down for 45 minutes and customers cannot checkout.,CUS-0026,Pro,3,LayaDesk,Email,2026-09-23T05:27:00+00:00,Technical Support,Bug Report,Critical,False,False,True
BAL-R054,Mistaken upgrade refund,I accidentally upgraded my plan this morning. Please reverse the upgrade charge.,CUS-0093,Standard,5,LayaDesk,Web,2026-09-22T13:33:00+00:00,Billing,Refund Request,Medium,True,False,False
BAL-R033,Trial extension,Can you extend our trial by one week while we finish testing?,CUS-0076,Pro,3,LayaDesk,Email,2026-09-22T20:21:00+00:00,Sales,Sales Inquiry,Medium,False,False,False
